event_date,event_location,fighter_1,fighter_2,result,method_main,method_detail,round,time,fighter_1_kd,fighter_1_str,fighter_1_td,fighter_1_sub,fighter_2_kd,fighter_2_str,fighter_2_td,fighter_2_sub,weight_class,fighter_1_record,fighter_1_height,fighter_1_weight,fighter_1_reach,fighter_1_stance,fighter_1_dob,fighter_1_slpm,fighter_1_str_acc,fighter_1_sapm,fighter_1_str_def,fighter_1_td_avg,fighter_1_td_acc,fighter_1_td_def,fighter_1_sub_avg,fighter_2_record,fighter_2_height,fighter_2_weight,fighter_2_reach,fighter_2_stance,fighter_2_dob,fighter_2_slpm,fighter_2_str_acc,fighter_2_sapm,fighter_2_str_def,fighter_2_td_avg,fighter_2_td_acc,fighter_2_td_def,fighter_2_sub_avg,fighter_1_born,fighter_1_gym,fighter_2_born,fighter_2_gym,fighter_1_ufcwins,fighter_1_ufcloss,fighter_2_ufcwins,fighter_2_ufcloss,fighter_1_active,fighter_2_active,fighter_1_wins,fighter_2_wins,fighter_1_age_at_fight,fighter_1_age_gap,fighter_1_current_age,fighter_1_draws,fighter_1_ig,fighter_1_losses,fighter_1_open_odds,fighter_1_reachheightadv,fighter_2_age_at_fight,fighter_2_current_age,fighter_2_draws,fighter_2_ig,fighter_2_losses,fighter_2_open_odds
6-Sep-25,"Paris, Ile-de-France, France",Nassourdine Imavov,Caio Borralho,,,,,,0,0,View,0,0,0,Matchup,0,Middleweight,'16-4-0 (1 NC),"6' 3""",185 lbs.,"75""",Orthodox,1-Mar-95,4.45,55%,3.26,58%,0.85,32%,78%,1.1,'17-1-0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,16-Jan-93,3.61,60%,2.34,62%,1.56,60%,76%,0.5,Russia,#N/A,Brazil,Fighting Nerds,8,2,7,0,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Benoit Saint Denis,Mauricio Ruffy,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Lightweight,'14-3-0 (1 NC),"5' 11""",155 lbs.,"73""",Southpaw,18-Dec-95,5.39,55%,4.61,41%,4.19,39%,70%,1.5,'12-1-0,"5' 11""",155 lbs.,"75""",Orthodox,17-Jun-96,4.54,58%,4.59,61%,0,0%,100%,0,France,CYFIT,Brazil,Fighting Nerds,6,3,3,0,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Bolaji Oki,Mason Jones,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Lightweight,'10-2-0,"5' 10""",155 lbs.,"73""",Orthodox,15-Nov-95,7.05,45%,4.76,62%,1.24,75%,85%,0,'16-2-0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,26-Apr-95,5.56,41%,4.46,48%,4.24,52%,80%,0,Belgium,Valon Team,Wales,Pedro Bessa BJJ,2,1,2,2,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Modestas Bukauskas,Paul Craig,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Light Heavyweight,'18-6-0,"6' 3""",205 lbs.,"78""",Switch,10-Feb-94,3.26,42%,4.07,51%,0.31,66%,77%,0.2,'17-9-1 (1 NC),"6' 3""",205 lbs.,"76""",Orthodox,27-Nov-87,2.54,45%,3,43%,1.47,19%,35%,1.4,Lithuania,Gintas Combat,Scotland,Higher Level Martial Arts,6,4,10,9,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Fares Ziam,Kaue Fernandes,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Lightweight,'17-4-0,"6' 1""",155 lbs.,"75""",Orthodox,21-Mar-97,2.85,51%,1.62,64%,1.62,40%,70%,0.2,'10-2-0,"5' 9""",155 lbs.,"73""",Orthodox,17-Mar-95,4,54%,1.32,61%,1.3,100%,76%,0,France,#N/A,Brazil,Nova UniÃ£o,7,2,2,1,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Oumar Sy,Brendson Ribeiro,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Light Heavyweight,'11-1-0,"6' 4""",205 lbs.,"83""",Orthodox,21-Nov-95,3.68,50%,1.81,70%,2.22,33%,100%,0.4,'17-8-0 (1 NC),"6' 3""",205 lbs.,"81""",Orthodox,8-Sep-96,3.26,42%,4.04,52%,0.99,42%,0%,0.7,France,Bulgarian Top Team,Brazil,Brazilian TKO,2,1,2,3,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Marcin Tybura,Ante Delija,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Heavyweight,'27-9-0,"6' 3""",249 lbs.,"78""",Orthodox,9-Nov-85,3.6,48%,3.31,55%,1.39,33%,75%,0.1,'17-3-0,"6' 4""",245 lbs.,--,Orthodox,7-Aug-90,0,0%,0,0%,0,0%,0%,0,Poland,Ankos MMA,,,14,8,0,0,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Andreas Gustafsson,Rinat Fakhretdinov,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Welterweight,'12-2-0,"6' 1""",170 lbs.,"73""",Orthodox,20-Feb-91,5.83,76%,2.79,45%,6.43,58%,100%,0,'23-1-1,"6' 0""",170 lbs.,"74""",Orthodox,28-Sep-91,4.78,52%,3.58,53%,3.95,34%,91%,0.2,Sweden,VÃ¤sterÃ¥s Fight Club,Russia,#N/A,1,0,5,0,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",William Gomis,Robert Ruchala,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Featherweight,'14-3-0,"6' 0""",145 lbs.,"73""",Southpaw,13-Jun-97,3.53,51%,2.86,60%,0.62,27%,73%,0.4,'11-1-0,--,145 lbs.,--,,15-May-98,0,0%,0,0%,0,0%,0%,0,France,MMA Factory,,,4,1,0,0,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Sam Patterson,Trey Waters,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Welterweight,'13-2-1,"6' 3""",170 lbs.,"78""",Orthodox,30-Apr-96,3.17,41%,3.6,48%,1.61,100%,33%,3.2,'9-1-0,"6' 5""",170 lbs.,"77""",Orthodox,21-Feb-95,6.43,44%,5.61,56%,0.44,33%,85%,0.9,England,Team Crossface,United States,Ludus MMA,3,1,2,0,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Brad Tavares,Robert Bryczek,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Middleweight,'21-11-0,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3.42,43%,3.28,55%,0.71,26%,81%,0,'17-6-0,"6' 0""",185 lbs.,"75""",Orthodox,4-Jul-90,2.13,24%,4.47,60%,0,0%,100%,0,United States,Xtreme Couture,#N/A,#N/A,16,10,0,1,TRUE,TRUE,,,,,,,,,,,,,,,,
6-Sep-25,"Paris, Ile-de-France, France",Shauna Bannon,Sam Hughes,,,,,,0,0,View Matchup,0,0,0,View Matchup,0,Women's Strawweight,'7-1-0,"5' 5""",115 lbs.,"65""",Switch,23-Oct-93,4.77,43%,3.88,44%,0,0%,42%,0.8,'10-6-0,"5' 5""",115 lbs.,"64""",Orthodox,28-Jun-92,4.41,46%,4.57,58%,1.08,32%,60%,0.1,Ireland,Holohan Martial Arts,United States,Fortis MMA,2,1,5,5,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Johnny Walker,Zhang Mingyang,win,KO/TKO,Punches,2,2:37,1,50,0,0,0,20,0,0,Light Heavyweight,'22-9-0 (1 NC),"6' 6""",205 lbs.,"82""",Orthodox,30-Mar-92,3.87,53%,3.12,44%,0.45,100%,57%,0.9,'19-7-0,"6' 2""",205 lbs.,"75""",Orthodox,16-Aug-98,10.91,64%,4.55,53%,0,0%,50%,0,Brazil,SBG Ireland,China,Sunkin Fight,7,6,3,0,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Aljamain Sterling,Brian Ortega,win,U-DEC,,5,5:00,0,124,3,0,0,55,0,0,Catch Weight,'25-5-0,"5' 7""",145 lbs.,"71""",Orthodox,31-Jul-89,4.41,52%,2.21,58%,2.51,29%,42%,0.7,'16-5-0 (1 NC),"5' 8""",145 lbs.,"69""",Switch,21-Feb-91,4.08,37%,6.59,49%,1.07,26%,55%,1.1,United States,Serra Jiu-Jitsu,United States,Black House MMA,16,5,8,4,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Sergei Pavlovich,Waldo Cortes-Acosta,win,U-DEC,,3,5:00,0,61,0,0,0,45,0,0,Heavyweight,'20-3-0,"6' 3""",257 lbs.,"84""",Southpaw,13-May-92,4.54,43%,3.81,54%,0.63,40%,75%,0,'14-2-0,"6' 4""",260 lbs.,"78""",Orthodox,3-Oct-91,5.98,48%,3.43,55%,0.42,50%,66%,0.1,Russia,Eagles MMA Academy,Dominican Republic ,Ultimate Kombat Fitness,7,3,7,1,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Sumudaerji,Kevin Borjas,win,U-DEC,,3,5:00,0,73,0,0,0,16,0,0,Flyweight,'18-7-0,"5' 8""",125 lbs.,"72""",Southpaw,20-Jan-96,4.4,51%,2.63,60%,0.18,25%,67%,0.7,'10-4-0,"5' 5""",125 lbs.,"68""",Orthodox,6-Dec-97,5.1,44%,5.99,51%,0,0%,65%,0,China,Enbo Fight Club,Peru,Pitbull Martial Arts Center,4,4,1,2,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Taiyilake Nueraji,Kiefer Crosbie,win,KO/TKO,Elbows,1,3:33,0,27,1,0,0,2,0,0,Welterweight,'12-1-0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,12-Jan-01,11.01,48%,7.39,58%,0,0%,0%,0,'10-6-0,"5' 11""",170 lbs.,"70""",Switch,5-Apr-90,6.27,64%,4.97,54%,0,0%,0%,0,,,Ireland,SBG Ireland,0,0,0,2,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Gauge Young,Maheshate,win,U-DEC,,3,5:00,0,112,3,0,0,66,0,0,Lightweight,'10-3-0,"5' 9""",155 lbs.,"70""",Orthodox,14-Jul-00,4.83,48%,6.53,44%,0,0%,64%,0,'10-5-0,"6' 0""",155 lbs.,"71""",Orthodox,1-Dec-99,3.86,29%,5.64,53%,0,0%,45%,0,United States,Ignite Jiu Jitsu & MMA Academy,China,Fight Ready MMA,0,1,2,3,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Charles Johnson,Lone'er Kavanagh,win,KO/TKO,Punch,2,4:35,1,44,1,0,0,59,1,1,Flyweight,'18-7-0,"5' 9""",125 lbs.,"70""",Switch,10-Jan-91,4.74,49%,3.62,57%,0.5,20%,67%,0.4,'9-1-0,"5' 6""",125 lbs.,"67""",Orthodox,9-Jun-99,3.73,50%,3.42,61%,1.85,50%,100%,0,United States,Tiger Muay Thai,England,Great Britain Top Team,6,5,2,0,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Rongzhu,Austin Hubbard,win,U-DEC,,3,5:00,0,101,0,0,0,75,2,0,Lightweight,'27-6-0,"5' 9""",155 lbs.,"71""",Orthodox,7-Mar-00,5.9,51%,5.51,50%,1.56,62%,84%,0.2,'17-10-0,"5' 10""",155 lbs.,"71""",Orthodox,22-Dec-91,3.87,43%,3.82,56%,1.59,31%,68%,0.1,China,Enbo Fight Club,United States,#N/A,2,3,4,7,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Kyle Daukaus,Michel Pereira,win,KO/TKO,Elbows,1,0:43,1,5,0,0,0,2,0,0,Middleweight,'16-4-0 (1 NC),"6' 2""",185 lbs.,"76""",Southpaw,27-Feb-93,3.22,52%,2.94,42%,2.12,25%,82%,1.9,'31-14-0 (2 NC),"6' 1""",185 lbs.,"73""",Orthodox,6-Oct-93,4.5,52%,4.33,51%,1.14,52%,76%,0.7,United States,Martinez BJJ,Brazil,Scorpion Fighting System,2,4,9,4,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Yizha,Westin Wilson,win,KO/TKO,Punches,1,0:37,2,13,0,0,0,0,0,0,Featherweight,'26-5-0,"5' 7""",145 lbs.,"71""",Orthodox,8-Jan-97,2.8,44%,2.83,47%,3.54,30%,54%,1.1,'17-10-0,"6' 1""",145 lbs.,"73""",Southpaw,24-Jan-89,1.68,33%,5.72,31%,1.68,16%,33%,8.4,China,Enbo Fight Club,United States,Upstate Karate,0,2,1,2,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",SuYoung You,Xiao Long,win,U-DEC,,3,5:00,0,58,0,0,0,68,0,0,Bantamweight,'16-3-0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,11-Dec-95,1.88,44%,1.32,71%,4.75,55%,66%,0.5,'27-10-0,"5' 8""",135 lbs.,"70""",Orthodox,13-Apr-98,5.4,50%,4.27,50%,0.84,25%,77%,0,South Korea,Von Jiu Jitsu,China,Shanxi Xindu Martial Arts Club,2,0,1,1,TRUE,TRUE,,,,,,,,,,,,,,,,
23-Aug-25,"Shanghai, Hebei, China",Uran Satybaldiev,Diyar Nurgozhay,win,SUB,Ezekiel Choke,1,2:45,1,2,0,2,0,7,1,0,Light Heavyweight,'9-1-0,"6' 4""",205 lbs.,"79""",Orthodox,10-Aug-94,2.4,25%,3.87,45%,0,0%,100%,0,'10-2-0,"6' 2""",205 lbs.,"74""",Southpaw,22-Apr-97,3.13,48%,3.4,59%,2,100%,100%,0,Kyrgyzstan,#N/A,Kazakhstan,#N/A,0,1,0,1,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Khamzat Chimaev,Dricus Du Plessis,win,U-DEC,,5,5:00,0,37,12,0,0,13,1,1,Middleweight,'15-0-0,"6' 2""",185 lbs.,"75""",Orthodox,1-May-94,4.04,60%,2.32,43%,5.29,55%,85%,1.8,'23-3-0,"6' 1""",185 lbs.,"76""",Switch,14-Jan-94,5.18,48%,4.33,52%,2.22,51%,34%,0.7,Russia,Allstars Training Center,South Africa,Team CIT,8,0,9,0,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Lerone Murphy,Aaron Pico,win,KO/TKO,Spinning Back Elbow,1,3:21,1,8,0,1,0,13,2,0,Featherweight,'17-0-1,"5' 9""",145 lbs.,"73""",Orthodox,22-Jul-91,4.48,53%,2.51,61%,1.41,54%,51%,0.5,'13-5-0,"5' 8""",145 lbs.,"70""",Orthodox,23-Sep-96,3.88,44%,2.39,50%,8.96,66%,0%,0,Lancashire,Manchester Top Team,,,8,0,0,0,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Carlos Prates,Geoff Neal,win,KO/TKO,Spinning Back Elbow,1,4:59,1,32,0,0,0,25,0,0,Welterweight,'22-7-0,"6' 1""",170 lbs.,"78""",Switch,17-Aug-93,3.82,54%,4.8,48%,0.23,100%,84%,0,'16-7-0,"5' 11""",170 lbs.,"75""",Southpaw,28-Aug-90,5.05,51%,5.48,57%,0.54,45%,87%,0.1,Brazil,Vale Top Team,United States,Fortis MMA,4,1,8,4,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Michael Page,Jared Cannonier,win,U-DEC,,3,5:00,0,29,0,0,0,20,2,0,Middleweight,'24-3-0,"6' 3""",185 lbs.,"79""",Switch,7-Apr-87,2.39,60%,1.68,57%,0.23,16%,66%,0,'18-9-0,"5' 11""",185 lbs.,"77""",Switch,16-Mar-84,4.42,49%,4.35,56%,0.54,40%,64%,0,England,London Shootfighters,United States,MMA Lab,2,1,11,8,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Tim Elliott,Kai Asakura,win,SUB,Guillotine Choke,2,4:39,0,27,2,2,0,21,0,0,Flyweight,'22-13-1,"5' 7""",125 lbs.,"66""",Southpaw,24-Dec-86,3.37,44%,2.65,57%,3.71,47%,59%,1.1,'21-6-0,"5' 8""",125 lbs.,"69""",Orthodox,31-Oct-93,2.27,32%,3.53,52%,0,0%,50%,0,#N/A,#N/A,Japan,Japan Top Team,9,11,0,1,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Baisangur Susurkaev,Eric Nolan,win,SUB,Rear Naked Choke,2,2:01,0,36,2,1,0,22,0,0,Middleweight,'10-0-0,"6' 2""",185 lbs.,"79""",Orthodox,8-Jan-01,4.56,58%,2.88,57%,2.98,28%,100%,1.5,'8-4-0,"6' 2""",185 lbs.,"74""",Orthodox,13-Sep-97,3.14,39%,5.13,41%,0,0%,71%,0,,,,,0,0,0,0,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Michal Oleksiejczuk,Gerald Meerschaert,win,KO/TKO,Punches,1,3:03,1,23,0,0,0,3,0,0,Middleweight,'21-9-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,22-Feb-95,5.34,51%,4.41,59%,1.02,43%,52%,0,'37-20-0,"6' 1""",185 lbs.,"77""",Southpaw,18-Dec-87,3.02,45%,3.49,53%,1.83,30%,42%,1.4,Poland,Fighting Nerds,United States,Kill Cliff FC,8,7,12,11,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Loopy Godinez,Jessica Andrade,win,U-DEC,,3,5:00,0,107,1,0,0,90,0,0,Women's Strawweight,'14-5-0,"5' 2""",115 lbs.,"61""",Orthodox,6-Sep-93,4.51,49%,4.03,62%,2.96,41%,81%,0.9,'26-15-0,"5' 1""",115 lbs.,"62""",Orthodox,25-Sep-91,6.37,48%,5.58,54%,2.1,54%,75%,0.3,Mexico,Lobo Gym MMA,Brazil,GAEA Project,8,5,17,12,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Alexander Hernandez,Chase Hooper,win,KO/TKO,Punch,1,4:58,1,17,0,0,0,20,0,0,Lightweight,'17-8-0,"5' 9""",155 lbs.,"72""",Orthodox,1-Oct-92,4.36,40%,4.6,58%,1.2,36%,73%,0.1,'16-4-1,"6' 1""",155 lbs.,"74""",Southpaw,13-Sep-99,4.51,49%,2.98,39%,2.49,33%,55%,2.1,United States,factoryX Muay Thai,United States,Combat Sport & Fitness,8,7,8,3,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Drakkar Klose,Edson Barboza,win,U-DEC,,3,5:00,0,53,0,0,0,71,0,0,Lightweight,'16-3-1,"5' 9""",155 lbs.,"70""",Orthodox,9-Mar-88,4.25,55%,3.65,49%,1.49,26%,69%,0,'24-13-0,"5' 11""",155 lbs.,"75""",Orthodox,21-Jan-86,4.14,44%,4.6,55%,0.43,50%,73%,0.1,United States,MMA Lab,Brazil,American Top Team,9,3,18,12,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Karine Silva,Dione Barbosa,win,U-DEC,,3,5:00,0,26,1,2,0,31,3,1,Women's Flyweight,'19-5-0,"5' 5""",125 lbs.,"67""",Orthodox,2-Dec-93,2.73,38%,2.89,51%,2.37,47%,11%,1.9,'8-4-0,"5' 6""",125 lbs.,"66""",Orthodox,8-May-92,2.27,45%,2.45,66%,2.23,42%,50%,1.9,Brazil,Fighting Nerds,Brazil,BH Rhinos,4,1,2,1,TRUE,TRUE,,,,,,,,,,,,,,,,
16-Aug-25,"Chicago, Illinois, USA",Joseph Morales,Alibi Idiris,win,SUB,Triangle Choke,2,3:04,0,29,2,2,0,28,0,0,Flyweight,'14-2-0,"5' 6""",125 lbs.,"69""",Switch,22-Aug-94,2.02,40%,2.11,57%,1.23,42%,28%,2.9,'11-1-0,"5' 6""",125 lbs.,"68""",Orthodox,22-Oct-94,3.47,50%,3.6,53%,0,0%,60%,0,#N/A,#N/A,,,1,2,0,0,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Anthony Hernandez,Roman Dolidze,win,SUB,Rear Naked Choke,4,2:45,0,91,9,1,0,36,0,0,Middleweight,'15-2-0 (1 NC),"6' 0""",185 lbs.,"75""",Orthodox,18-Oct-93,4.59,62%,2.53,49%,6.46,48%,68%,1.8,'15-4-0,"6' 2""",185 lbs.,"76""",Orthodox,15-Jul-88,3.41,41%,3.72,48%,0.99,39%,26%,0.8,United States,MMA Gold Fight Team,Georgia,Xtreme Couture,8,2,9,3,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Steve Erceg,Ode Osbourne,win,U-DEC,,3,5:00,0,20,3,1,0,35,1,0,Bantamweight,'13-4-0,"5' 8""",125 lbs.,"68""",Orthodox,27-Jul-95,4,45%,3.79,52%,1.15,27%,62%,0.4,'13-9-0 (1 NC),"5' 7""",125 lbs.,"73""",Southpaw,9-Jan-92,3.07,41%,3.43,47%,1.09,30%,66%,0.5,Australia,Wilkes MMA,Jamaica,Waukesha MMA,3,3,5,6,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Iasmin Lucindo,Angela Hill,win,U-DEC,,3,5:00,0,72,3,0,0,64,0,1,Women's Strawweight,'18-6-0,"5' 3""",115 lbs.,"66""",Orthodox,8-Jan-02,3.22,45%,2.8,62%,2.28,55%,68%,0.1,'18-15-0,"5' 3""",115 lbs.,"64""",Orthodox,12-Jan-85,5.43,50%,4.92,60%,0.78,30%,74%,0.1,Brazil,Academia Fight House,United States,Alliance MMA,4,2,13,14,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Andre Fili,Christian Rodriguez,win,S-DEC,,3,5:00,0,64,3,0,0,83,1,0,Featherweight,'25-12-0 (1 NC),"5' 11""",145 lbs.,"74""",Orthodox,25-Jun-90,3.87,37%,4.23,51%,2.22,45%,71%,0.2,'12-4-0,"5' 7""",145 lbs.,"71""",Orthodox,17-Dec-97,3.85,50%,2.85,56%,1.75,40%,67%,1.1,United States,Team Alpha Male,United States,Roufusport MMA Academy,12,11,5,3,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Jean Matsumoto,Miles Johns,win,S-DEC,,3,5:00,0,95,0,2,0,83,5,0,Bantamweight,'17-1-0,"5' 6""",135 lbs.,"68""",Orthodox,9-Sep-99,5.43,41%,5.43,48%,2.14,41%,53%,0.6,'15-4-0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,30-Mar-94,3.38,44%,2.99,66%,1.29,26%,83%,0,Brazil,#N/A,United States,Fortis MMA,2,1,6,3,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Christian Leroy Duncan,Eryk Anders,win,KO/TKO,Punches,1,3:53,1,24,0,0,0,7,1,0,Middleweight,'12-2-0,"6' 2""",185 lbs.,"79""",Switch,24-Jul-95,4.83,59%,2.94,51%,0.22,11%,71%,0,'17-9-0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,21-Apr-87,3.51,48%,4.09,50%,1.75,24%,80%,0.1,England,Range Martial Arts Academy,United States,#N/A,4,2,9,8,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Julius Walker,Rafael Cerqueira,win,U-DEC,,3,5:00,1,44,6,0,0,19,0,0,Light Heavyweight,'7-1-0,"6' 4""",205 lbs.,"78""",Orthodox,16-Jul-99,4.33,55%,3.53,43%,3.5,36%,100%,0,'11-3-0,"6' 3""",205 lbs.,"76""",Southpaw,15-Mar-90,1.61,44%,4.88,36%,0,0%,40%,0,United States,Team Fusion,Brazil,GalpÃ£o da Luta,0,1,0,2,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Elijah Smith,Toshiomi Kazama,win,KO/TKO,Slam,1,4:10,0,37,0,0,0,0,1,1,Bantamweight,'9-1-0,"5' 9""",135 lbs.,"71""",Orthodox,5-Sep-02,4.45,47%,3.4,47%,3.51,53%,57%,0.9,'11-5-0,"5' 7""",135 lbs.,"69""",Orthodox,15-May-97,1.49,53%,4.56,38%,1.94,16%,66%,1,United States,Team Victory,Japan,Wajutsu Keishukai HEARTS,1,0,1,2,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Joselyne Edwards,Priscila Cachoeira,win,KO/TKO,Punch,1,2:24,1,26,0,0,0,18,0,0,Women's Bantamweight,'16-6-0,"5' 8""",135 lbs.,"70""",Orthodox,29-Sep-95,4.73,53%,3.28,50%,1.29,38%,61%,0.5,'13-7-0,"5' 7""",135 lbs.,"65""",Orthodox,19-Aug-88,4.11,44%,7.23,43%,0.15,33%,67%,0,Panama,Kings MMA,Brazil,MMA Masters,6,4,5,6,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Uros Medic,Gilbert Urbina,win,KO/TKO,Punch,1,1:03,1,5,0,0,1,5,0,0,Welterweight,'11-3-0,"6' 1""",170 lbs.,"71""",Southpaw,25-Apr-93,5.47,60%,3.5,56%,0.36,50%,55%,0,'7-5-0,"6' 3""",170 lbs.,"75""",Orthodox,5-Apr-96,5.57,56%,4.62,44%,2.86,44%,0%,0.7,Serbia,#N/A,United States,Jackson Wink MMA Academy,4,3,1,2,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Gabriella Fernandes,Julija Stoliarenko,win,U-DEC,,3,5:00,0,59,0,0,0,61,0,0,Women's Flyweight,'11-3-0,"5' 6""",125 lbs.,"66""",Southpaw,13-Aug-93,3.56,48%,5.19,52%,0.44,18%,68%,0.2,'11-10-2,"5' 7""",125 lbs.,"66""",Orthodox,8-Apr-93,2.74,38%,4.45,46%,0.78,20%,54%,1.4,Brazil,MMA MASTERS,Lithuania,Fighter House,2,2,2,6,TRUE,TRUE,,,,,,,,,,,,,,,,
9-Aug-25,"Las Vegas, Nevada, USA",Eric McConico,Cody Brundage,win,S-DEC,,3,5:00,0,26,0,0,0,31,3,0,Light Heavyweight,'10-3-1,"6' 0""",185 lbs.,"77""",Southpaw,9-May-90,1.51,36%,2.48,52%,0,0%,57%,0,'11-7-1 (1 NC),"6' 0""",185 lbs.,"72""",Orthodox,16-May-94,2.2,51%,2.72,49%,2.05,46%,68%,0.6,United States,MMA Lab,United States,factoryX Muay Thai,0,1,5,6,TRUE,TRUE,,,,,,,,,,,,,,,,
2-Aug-25,"Las Vegas, Nevada, USA",Tatsuro Taira,HyunSung Park,win,SUB,Neck Crank,2,1:06,1,7,4,1,0,3,0,0,Flyweight,'17-1-0,"5' 7""",125 lbs.,"70""",Orthodox,27-Jan-00,2.87,60%,2.54,47%,3.21,48%,45%,1.7,'10-1-0,"5' 7""",125 lbs.,"66""",Orthodox,4-Nov-95,3.66,46%,2.94,59%,1.59,33%,50%,2.4,Japan,The Paraestra Okinawa,South Korea ,MMA Story,6,1,3,0,TRUE,TRUE,,,,,,,,,,,,,,,,
