event_date,event_location,fighter_1,fighter_2,result,method_main,method_detail,round,time,fighter_1_kd,fighter_1_str,fighter_1_td,fighter_1_sub,fighter_2_kd,fighter_2_str,fighter_2_td,fighter_2_sub,weight_class,fighter_1_record,fighter_1_height,fighter_1_weight,fighter_1_reach,fighter_1_stance,fighter_1_dob,fighter_1_slpm,fighter_1_str_acc,fighter_1_sapm,fighter_1_str_def,fighter_1_td_avg,fighter_1_td_acc,fighter_1_td_def,fighter_1_sub_avg,fighter_2_record,fighter_2_height,fighter_2_weight,fighter_2_reach,fighter_2_stance,fighter_2_dob,fighter_2_slpm,fighter_2_str_acc,fighter_2_sapm,fighter_2_str_def,fighter_2_td_avg,fighter_2_td_acc,fighter_2_td_def,fighter_2_sub_avg,fighter_1_born,fighter_1_gym,fighter_2_born,fighter_2_gym,fighter_1_ufcwins,fighter_1_ufcloss,fighter_2_ufcwins,fighter_2_ufcloss,fighter_1_active,fighter_2_active,fighter_1_wins,fighter_2_wins,fighter_1_age_at_fight,fighter_1_age_gap,fighter_1_current_age,fighter_1_draws,fighter_1_ig,fighter_1_losses,fighter_1_open_odds,fighter_1_reachheightadv,fighter_2_age_at_fight,fighter_2_current_age,fighter_2_draws,fighter_2_ig,fighter_2_losses,fighter_2_open_odds
3/3/2018,"Las Vegas, Nevada, USA",Sean O'Malley,Andre Soukhamthath,win,U-DEC,,3,5:00,0,63,0,3,0,25,4,0,Bantamweight,,"5' 11""",135 lbs.,"72""",Switch,10/24/1994,6.3,61%,3.48,60%,0.27,42%,61%,0.3,,"5' 9""",135 lbs.,"70""",Orthodox,10/23/1988,2.77,44%,4.31,49%,1.25,53%,58%,0.2,United States,MMA Lab,United States,American Top Team,1,0,1,2,TRUE,FALSE,18,13,23,-6,30,0,4679486,3,-146,,29,36,0,47004,8,125
3/3/2018,"Las Vegas, Nevada, USA",Andrei Arlovski,Stefan Struve,win,U-DEC,,3,5:00,0,46,4,0,0,34,0,0,Heavyweight,,"6' 3""",240 lbs.,"77""",Orthodox,2/4/1979,3.82,45%,3.22,57%,0.37,35%,76%,0.2,,"6' 11""",265 lbs.,"84""",Orthodox,2/18/1988,3.12,47%,4.04,46%,0.56,46%,55%,1.7,Belarus,#N/A,Holland,Team Schreiber,15,9,12,7,TRUE,FALSE,34,33,39,9,46,0,584102,24,148,,30,37,0,54784,13,-185
3/3/2018,"Las Vegas, Nevada, USA",Ketlen Vieira,Cat Zingano,win,S-DEC,,3,5:00,0,41,2,1,0,59,0,0,Women's Bantamweight,,"5' 8""",135 lbs.,"68""",Orthodox,8/26/1991,2.84,41%,3.72,51%,1.28,43%,90%,0.5,,"5' 6""",145 lbs.,"68""",Southpaw,7/1/1982,2.57,61%,1.63,47%,2.77,65%,42%,0.8,South Korea ,Nova Uniao,#N/A,#N/A,3,0,2,2,TRUE,FALSE,15,10,26,-9,33,0,101491,4,,,35,42,0,#N/A,4,
3/3/2018,"Las Vegas, Nevada, USA",Mackenzie Dern,Ashley Yoder,win,S-DEC,,3,5:00,0,70,1,1,1,52,0,0,Women's Strawweight,,"5' 4""",115 lbs.,"63""",Orthodox,3/24/1993,3.31,40%,3.9,52%,0.89,17%,25%,1.2,,"5' 7""",115 lbs.,"69""",Southpaw,10/20/1987,3.42,39%,4.13,47%,1.09,27%,66%,0.6,United States,Black House MMA,United States,Team Quest,0,0,0,2,TRUE,TRUE,15,8,24,-6,32,0,1592113,5,-500,,30,37,0,181998,9,385
3/3/2018,"Las Vegas, Nevada, USA",Alexander Hernandez,Beneil Dariush,win,KO/TKO,Punch,1,0:42,1,8,0,0,0,4,0,0,Lightweight,,"5' 9""",155 lbs.,"72""",Orthodox,10/1/1992,4.38,40%,4.62,57%,1.24,36%,71%,0.1,,"5' 10""",155 lbs.,"72""",Southpaw,5/6/1989,3.78,48%,2.65,57%,1.9,34%,80%,0.9,United States,factoryX Muay Thai,Iran,Kings MMA,0,0,8,3,TRUE,TRUE,16,22,25,-3,32,0,50436,8,335,,28,36,1,7119971,6,-430
3/3/2018,"Las Vegas, Nevada, USA",John Dodson,Pedro Munhoz,win,S-DEC,,3,5:00,0,76,0,0,0,69,1,0,Bantamweight,,"5' 3""",135 lbs.,"66""",Orthodox,9/26/1984,3.2,40%,3.58,61%,0.71,28%,82%,0,,"5' 6""",135 lbs.,"65""",Orthodox,9/7/1986,5.38,41%,6.29,55%,0.48,16%,82%,0.5,#N/A,#N/A,Brazil,#N/A,8,4,5,2,FALSE,TRUE,22,20,33,2,40,0,194963,12,-163,,31,38,0,81030,10,140
3/3/2018,"Las Vegas, Nevada, USA",CB Dollaway,Hector Lombard,win,DQ,,1,5:00,0,13,0,0,1,19,0,0,Middleweight,,"6' 2""",185 lbs.,"76""",Orthodox,8/10/1983,2.65,47%,2.58,54%,3.55,54%,62%,1.2,,"5' 9""",185 lbs.,"71""",Southpaw,2/2/1978,3.02,46%,3.35,53%,1.69,48%,77%,0.5,#N/A,#N/A,#N/A,#N/A,10,8,3,6,FALSE,FALSE,17,34,34,-6,41,0,17950,9,,,40,47,1,#N/A,10,
3/3/2018,"Las Vegas, Nevada, USA",Zak Ottow,Mike Pyle,win,KO/TKO,Punches,1,2:34,1,22,0,0,0,4,0,0,Welterweight,,"5' 11""",170 lbs.,"72""",Orthodox,12/22/1986,2.63,36%,2.73,58%,0.97,29%,57%,0.4,,"6' 0""",170 lbs.,"74""",Orthodox,9/18/1975,2.74,45%,2.84,60%,1.8,35%,70%,1.5,#N/A,#N/A,#N/A,#N/A,2,2,10,8,FALSE,FALSE,17,27,31,-11,38,0,4141,7,,,42,49,1,#N/A,14,
3/3/2018,"Las Vegas, Nevada, USA",Cody Stamann,Bryan Caraway,win,S-DEC,,3,5:00,0,95,0,0,0,59,1,0,Bantamweight,,"5' 6""",135 lbs.,"64""",Orthodox,11/9/1989,4.32,46%,3.91,60%,2.17,37%,76%,0,,"5' 8""",135 lbs.,"68""",Orthodox,8/4/1984,2.53,34%,3.61,54%,2.57,25%,80%,0.8,Michigan,Xtreme Couture,#N/A,#N/A,2,0,6,2,TRUE,FALSE,21,21,28,-5,35,1,95973,8,-122,,33,40,0,#N/A,9,-105
3/3/2018,"Las Vegas, Nevada, USA",Jordan Johnson,Adam Milstead,win,S-DEC,,3,5:00,0,59,2,0,0,58,0,0,Light Heavyweight,,"6' 2""",205 lbs.,"79""",Orthodox,11/18/1988,3.45,47%,2.64,53%,3.25,42%,100%,1.2,,"6' 3""",205 lbs.,"76""",Orthodox,7/3/1987,3.85,46%,4.79,43%,0,0%,64%,0,#N/A,#N/A,United States,World Class MMA,2,0,1,0,FALSE,FALSE,10,8,29,-1,36,0,33277,0,,,30,37,0,10593,4,
2/24/2018,"Orlando, Florida, USA",Jeremy Stephens,Josh Emmett,win,KO/TKO,Punch,2,1:35,1,24,0,0,1,18,0,0,Featherweight,,"5' 9""",155 lbs.,"71""",Orthodox,5/25/1986,3.15,40%,3.14,58%,1.11,38%,62%,0.4,,"5' 6""",145 lbs.,"70""",Orthodox,3/4/1985,3.75,35%,4.46,60%,1.09,37%,46%,0.1,United States,Alliance MMA,United States,Team Alpha Male,14,13,4,1,TRUE,TRUE,28,19,31,-1,39,0,64564,20,-130,,32,40,0,170836,5,110
2/24/2018,"Orlando, Florida, USA",Jessica Andrade,Tecia Pennington,win,U-DEC,,3,5:00,0,92,10,0,0,69,2,0,Women's Strawweight,,"5' 1""",125 lbs.,"62""",Orthodox,9/25/1991,6.39,50%,5.49,54%,2.21,54%,71%,0.3,,"5' 1""",115 lbs.,"60""",Orthodox,8/16/1989,4.78,48%,3.48,61%,0.54,13%,62%,0.1,Brazil,GAEA Project,United States,Pound 4 Pound Muay Thai,8,4,6,1,TRUE,TRUE,26,15,26,-2,33,0,#N/A,14,,,28,35,0,49904,7,
2/24/2018,"Orlando, Florida, USA",Ilir Latifi,Ovince Saint Preux,win,SUB,Guillotine Choke,1,3:48,1,25,0,1,0,7,0,0,Light Heavyweight,,"5' 10""",230 lbs.,"73""",Orthodox,7/28/1982,2.05,45%,2.93,56%,2.11,35%,100%,0.3,,"6' 3""",205 lbs.,"80""",Southpaw,4/8/1983,3.03,47%,3.33,47%,1.09,36%,67%,0.5,#N/A,#N/A,Haiti,Knoxville Martial Arts Academy,6,3,10,5,TRUE,TRUE,17,27,35,1,42,0,63549,9,,,34,42,0,61337,18,
2/24/2018,"Orlando, Florida, USA",Max Griffin,Mike Perry,win,U-DEC,,3,5:00,1,78,0,0,0,45,1,0,Welterweight,,"5' 11""",170 lbs.,"76""",Orthodox,11/29/1985,3.75,48%,3.66,58%,1.37,40%,69%,0.3,,"5' 10""",170 lbs.,"71""",Orthodox,9/15/1991,4.32,47%,5.16,52%,0.81,40%,78%,0.2,United States,MMA Gold Fight Team,#N/A,#N/A,1,3,4,2,TRUE,FALSE,20,14,32,6,39,0,4,11,250,,26,33,0,828935,8,-320
2/24/2018,"Orlando, Florida, USA",Brian Kelleher,Renan Barao,win,U-DEC,,3,5:00,0,94,1,0,0,116,0,0,Bantamweight,,"5' 6""",135 lbs.,"66""",Switch,8/19/1986,3.31,41%,4.59,54%,1.68,41%,60%,0.7,,"5' 6""",145 lbs.,"70""",Orthodox,1/31/1987,3.78,36%,3.9,57%,1.49,41%,91%,0.5,United States,Long Island MMA,#N/A,#N/A,2,1,9,4,TRUE,FALSE,24,34,31,0,38,0,8049,16,137,,31,38,0,#N/A,9,-165
2/24/2018,"Orlando, Florida, USA",Marion Reneau,Sara McMann,win,SUB,Triangle Choke,2,3:40,0,23,0,1,0,9,2,0,Women's Bantamweight,,"5' 6""",135 lbs.,"68""",Orthodox,6/20/1977,3.2,41%,3.52,59%,0.62,63%,50%,0.8,,"5' 6""",135 lbs.,"66""",Orthodox,9/24/1980,2.26,46%,1.92,47%,4.38,65%,50%,0.5,United States,Team Rhino Elite,#N/A,#N/A,4,2,5,4,FALSE,FALSE,9,13,40,3,47,1,#N/A,8,165,,37,44,0,#N/A,6,-190
2/24/2018,"Orlando, Florida, USA",Angela Hill,Maryna Moroz,win,U-DEC,,3,5:00,0,114,1,0,0,84,0,0,Women's Strawweight,,"5' 3""",115 lbs.,"64""",Orthodox,1/12/1985,5.47,50%,4.92,61%,0.81,32%,75%,0.1,,"5' 7""",125 lbs.,"67""",Orthodox,9/8/1991,4.42,33%,4.89,51%,0.7,24%,42%,0.6,United States,Alliance MMA,Ukraine,American Top Team,2,4,3,2,TRUE,TRUE,18,11,33,7,40,0,195703,14,-152,,26,33,0,669417,6,130
2/24/2018,"Orlando, Florida, USA",Alan Jouban,Ben Saunders,win,KO/TKO,Punch,2,2:38,2,78,0,0,0,33,0,0,Welterweight,,"6' 0""",170 lbs.,"73""",Southpaw,11/25/1981,5.67,50%,3.77,60%,0.51,44%,58%,0.3,,"6' 2""",170 lbs.,"77""",Orthodox,4/13/1983,3.23,50%,3.58,51%,0.2,40%,66%,1.3,United States,Legends MMA,United States,10th Planet Jiu Jitsu,6,4,8,5,FALSE,FALSE,17,22,36,2,43,0,37023,7,,,34,42,2,56831,13,
2/24/2018,"Orlando, Florida, USA",Sam Alvey,Marcin Prachnio,win,KO/TKO,Punch,1,4:23,2,10,1,0,0,15,0,0,Light Heavyweight,,"6' 2""",185 lbs.,"75""",Southpaw,5/6/1986,3.28,44%,3.63,52%,0.06,14%,82%,0.1,,"6' 3""",205 lbs.,"74""",Orthodox,7/14/1988,5.57,54%,3.24,54%,0.15,20%,53%,0,#N/A,#N/A,Poland,Tatsujin Dojo Deventer,8,5,0,1,FALSE,TRUE,33,17,31,2,39,1,#N/A,18,180,,29,36,0,1102,8,-220
2/24/2018,"Orlando, Florida, USA",Rani Yahya,Russell Doane,win,SUB,Arm Triangle,3,2:32,0,17,2,2,0,2,1,0,Bantamweight,,"5' 6""",135 lbs.,"67""",Orthodox,9/12/1984,1.71,38%,2.08,50%,2.73,30%,29%,1.8,,"5' 7""",135 lbs.,"70""",Orthodox,8/13/1986,1.75,40%,1.68,53%,2.11,45%,52%,0.8,Brazil,Constrictor Team,#N/A,#N/A,9,3,3,4,TRUE,FALSE,28,15,33,2,40,1,33277,12,-220,,31,38,0,#N/A,8,180
2/24/2018,"Orlando, Florida, USA",Alex Perez,Eric Shelton,win,U-DEC,,3,5:00,0,29,5,0,0,41,0,0,Flyweight,,"5' 6""",125 lbs.,"65""",Orthodox,3/21/1992,4.19,46%,3.2,58%,2.04,46%,77%,0.8,,"5' 6""",125 lbs.,"68""",Orthodox,2/2/1991,2.57,42%,1.88,63%,2.83,51%,46%,0.2,United States,Team Oyama,#N/A,#N/A,1,0,1,2,TRUE,FALSE,25,12,25,-2,33,0,25327,9,100,,27,34,0,#N/A,6,-140
2/24/2018,"Orlando, Florida, USA",Manny Bermudez,Albert Morales,win,SUB,Guillotine Choke,2,2:33,0,12,1,3,0,19,1,0,Bantamweight,,"5' 10""",145 lbs.,"71""",Orthodox,7/16/1994,2.92,61%,2.68,46%,3.06,54%,0%,3.1,,"5' 9""",135 lbs.,"72""",Orthodox,5/25/1991,3.81,35%,3.96,56%,0.91,35%,70%,0.2,#N/A,#N/A,United States,Carlson Gracie Academy Temecula,0,0,1,3,FALSE,FALSE,14,7,23,-3,30,0,9835,2,,,26,34,1,28989,4,
2/18/2018,"Austin, Texas, USA",Donald Cerrone,Yancy Medeiros,win,KO/TKO,Punch,1,4:58,3,28,0,0,0,25,0,0,Welterweight,,"6' 1""",155 lbs.,"73""",Orthodox,3/29/1983,4.41,46%,4.48,53%,1.16,33%,73%,1.2,,"5' 10""",155 lbs.,"75""",Orthodox,9/7/1987,4.36,37%,5.67,47%,0.33,50%,73%,0.7,#N/A,#N/A,United States,Team Hakuilua,19,7,6,4,FALSE,FALSE,36,15,34,4,42,0,4284797,17,100,,30,37,0,92851,8,-121
2/18/2018,"Austin, Texas, USA",Derrick Lewis,Marcin Tybura,win,KO/TKO,Punch,3,2:48,2,30,1,0,0,37,1,1,Heavyweight,,"6' 3""",260 lbs.,"79""",Orthodox,2/7/1985,2.48,50%,2.48,40%,0.57,26%,52%,0,,"6' 3""",249 lbs.,"78""",Orthodox,11/9/1985,3.6,48%,3.31,55%,1.39,33%,75%,0.1,United States ,#N/A,Poland,Ankos MMA,10,3,3,2,TRUE,TRUE,28,27,33,1,40,0,2141856,12,-115,,32,39,0,122617,9,-110
2/18/2018,"Austin, Texas, USA",James Vick,Francisco Trinaldo,win,U-DEC,,3,5:00,1,68,1,0,0,26,3,1,Lightweight,,"6' 3""",155 lbs.,"76""",Orthodox,2/23/1987,4.13,39%,3.31,60%,0.26,33%,57%,0.7,,"5' 9""",170 lbs.,"70""",Southpaw,8/24/1978,3.13,45%,2.67,60%,0.98,42%,60%,0.5,#N/A,#N/A,Brazil,Constrictor Team,8,1,12,4,FALSE,TRUE,13,28,30,-9,38,0,143568,5,-210,,39,46,0,96732,9,170
2/18/2018,"Austin, Texas, USA",Curtis Millender,Thiago Alves,win,KO/TKO,Knee,2,4:17,2,47,0,0,0,33,1,0,Welterweight,,"6' 2""",170 lbs.,"76""",Orthodox,12/1/1987,3.86,46%,2.95,61%,0.43,100%,57%,0,,"5' 9""",170 lbs.,"70""",Orthodox,10/3/1983,3.73,41%,3.42,62%,0.71,60%,63%,0.3,#N/A,#N/A,#N/A,#N/A,0,0,14,8,FALSE,FALSE,17,23,30,-4,37,0,15257,5,,,34,41,0,140133,15,
2/18/2018,"Austin, Texas, USA",Brandon Davis,Steven Peterson,win,U-DEC,,3,5:00,0,114,0,0,0,73,1,0,Featherweight,,"5' 10""",135 lbs.,"72""",Orthodox,5/8/1990,4.68,35%,4.62,58%,0.74,42%,57%,0.1,,"5' 10""",145 lbs.,"70""",Orthodox,5/29/1990,4.76,40%,5.94,53%,1.42,26%,64%,0.7,United States,"American Top Team Dâ€™Iberville, MS",United States,Fortis MMA,0,1,0,0,TRUE,TRUE,14,19,27,0,35,0,61134,10,-153,,27,35,0,17491,11,130
2/18/2018,"Austin, Texas, USA",Sage Northcutt,Thibault Gouti,win,U-DEC,,3,5:00,0,63,1,0,0,28,4,1,Lightweight,,"6' 0""",170 lbs.,"71""",Orthodox,3/1/1996,3.58,52%,1.96,58%,1.81,34%,41%,0.6,,"5' 10""",155 lbs.,"72""",Orthodox,2/27/1987,3.68,34%,5.64,50%,1.23,80%,83%,0.3,United States,Team Alpha Male,#N/A,#N/A,4,2,1,3,FALSE,FALSE,11,12,21,-9,29,0,733850,2,,,30,38,0,#N/A,5,
2/18/2018,"Austin, Texas, USA",Diego Ferreira,Jared Gordon,win,KO/TKO,Punch,1,1:58,1,29,0,0,0,8,0,0,Lightweight,,"5' 9""",155 lbs.,"74""",Orthodox,1/18/1985,4.82,40%,3.46,55%,0.86,30%,57%,0.6,,"5' 9""",155 lbs.,"68""",Orthodox,9/6/1988,5.67,55%,3.91,56%,1.83,32%,62%,0,Brazil,Fortis MMA,United States,Renzo Gracie Academy,3,2,2,0,TRUE,TRUE,19,21,33,4,40,0,40807,6,,,29,36,0,60755,7,
2/18/2018,"Austin, Texas, USA",Geoff Neal,Brian Camozzi,win,SUB,Rear Naked Choke,1,2:48,0,14,0,1,0,7,0,0,Welterweight,,"5' 11""",170 lbs.,"75""",Southpaw,8/28/1990,5.05,51%,5.44,57%,0.56,50%,87%,0.1,,"6' 2""",170 lbs.,"78""",Orthodox,6/24/1991,3.15,26%,6.39,54%,0,0%,0%,0.7,United States,Fortis MMA,#N/A,#N/A,0,0,0,2,TRUE,FALSE,16,7,27,1,34,0,75366,6,,,26,33,0,#N/A,5,
2/18/2018,"Austin, Texas, USA",Robert Sanchez,Joby Sanchez,win,SUB,Rear Naked Choke,1,1:50,0,2,3,1,0,1,0,0,Flyweight,,"5' 6""",125 lbs.,"66""",Orthodox,3/5/1986,0.96,40%,1.78,46%,3.61,62%,50%,0.7,,"5' 6""",135 lbs.,"68""",Orthodox,6/24/1991,3.22,36%,2.82,63%,0.95,71%,51%,0.4,United States,Gracie Barra Houston,#N/A,#N/A,0,1,1,2,FALSE,FALSE,8,11,31,5,39,0,1526,2,,,26,33,0,#N/A,4,
2/18/2018,"Austin, Texas, USA",Lucie Pudilova,Sarah Moras,win,U-DEC,,3,5:00,2,75,0,0,0,43,2,2,Women's Bantamweight,,"5' 8""",125 lbs.,"67""",Orthodox,6/13/1994,3.6,37%,4.07,50%,0.7,31%,67%,0.6,,"5' 7""",135 lbs.,"67""",Orthodox,4/30/1988,2.28,34%,3.58,50%,0.67,21%,33%,0.8,#N/A,#N/A,Canada,Black Rock Martial Arts,1,1,2,1,TRUE,FALSE,14,6,23,-6,31,0,#N/A,10,-150,,29,37,0,84838,8,127
2/18/2018,"Austin, Texas, USA",Alex Morono,Joshua Burkman,win,SUB,Guillotine Choke,1,2:12,1,7,0,1,0,4,0,0,Welterweight,,"5' 11""",170 lbs.,"72""",Orthodox,8/16/1990,5.03,40%,4.78,56%,0.33,24%,47%,0.3,,"5' 10""",170 lbs.,"72""",Orthodox,4/10/1980,2.69,43%,3.13,51%,2.53,36%,72%,0.3,United States,Gracie Barra The Woodlands,#N/A,#N/A,2,1,6,11,TRUE,FALSE,24,28,27,-10,34,0,16960,12,,,37,45,0,#N/A,16,
2/18/2018,"Austin, Texas, USA",Oskar Piechota,Tim Williams,win,KO/TKO,Punch,1,1:54,1,17,0,0,0,8,0,0,Middleweight,,"6' 0""",185 lbs.,"76""",Southpaw,1/24/1990,3.3,52%,3.93,51%,0.61,40%,38%,1.5,,"6' 2""",185 lbs.,"76""",Orthodox,7/3/1986,3.07,38%,3.55,48%,1.81,40%,100%,0,#N/A,#N/A,#N/A,#N/A,1,0,0,0,FALSE,FALSE,11,15,28,-3,35,1,#N/A,3,,,31,38,0,#N/A,5,
2/10/2018,"Perth, Western Australia, Australia",Yoel Romero,Luke Rockhold,win,KO/TKO,Punch,3,1:48,1,45,0,0,0,45,0,0,Middleweight,,"6' 0""",185 lbs.,"73""",Southpaw,4/30/1977,3.44,49%,3.05,60%,1.57,30%,78%,0,,"6' 3""",185 lbs.,"77""",Southpaw,10/17/1984,4.1,49%,2.68,53%,0.7,29%,65%,1,#N/A,#N/A,United States,American Kickboxing Academy,8,1,6,2,FALSE,FALSE,13,16,40,7,48,0,1287370,5,160,,33,40,0,914693,6,-186
2/10/2018,"Perth, Western Australia, Australia",Curtis Blaydes,Mark Hunt,win,U-DEC,,3,5:00,0,56,10,0,1,14,0,0,Heavyweight,,"6' 4""",265 lbs.,"80""",Orthodox,2/18/1991,3.54,50%,1.91,58%,5.69,53%,31%,0,,"5' 10""",265 lbs.,"72""",Orthodox,3/23/1974,2.81,43%,2.9,51%,0.51,55%,64%,0.2,United States,Elevation Fight Team,#N/A,#N/A,3,1,8,5,TRUE,FALSE,18,13,26,-17,34,0,914702,5,-191,,43,51,1,#N/A,14,165
2/10/2018,"Perth, Western Australia, Australia",Tai Tuivasa,Cyril Asker,win,KO/TKO,Elbow,1,2:18,0,38,0,0,0,3,0,0,Heavyweight,,"6' 2""",264 lbs.,"75""",Southpaw,3/16/1993,3.77,46%,5.18,44%,0,0%,57%,0,,"6' 0""",247 lbs.,"74""",Orthodox,12/24/1985,3.35,39%,5.82,35%,4.41,62%,100%,0.9,#N/A,#N/A,#N/A,#N/A,1,0,2,2,TRUE,FALSE,15,9,24,-8,32,0,#N/A,8,-275,,32,39,0,1751,4,225
2/10/2018,"Perth, Western Australia, Australia",Jake Matthews,Li Jingliang,win,U-DEC,,3,5:00,2,63,2,1,0,49,0,0,Welterweight,,"5' 11""",170 lbs.,"73""",Orthodox,8/19/1994,3.45,43%,2.63,61%,1.46,41%,67%,0.6,,"6' 0""",170 lbs.,"71""",Orthodox,3/20/1988,4.46,42%,3.95,56%,1.19,41%,60%,0,Australia,Nexus,China,China Top Team,6,3,6,2,TRUE,TRUE,21,19,23,-6,30,0,107328,7,125,,29,37,0,159561,9,-150
2/10/2018,"Perth, Western Australia, Australia",Tyson Pedro,Saparbeg Safarov,win,SUB,Kimura,1,3:54,0,12,0,1,0,8,2,0,Light Heavyweight,,"6' 3""",205 lbs.,"79""",Orthodox,9/17/1991,2.9,59%,2.39,56%,0.76,30%,50%,0.8,,"6' 1""",185 lbs.,"78""",Orthodox,10/14/1986,4.03,48%,2.96,47%,2.52,41%,33%,0,#N/A,#N/A,Russia,Legion Fight Team,2,1,0,1,TRUE,FALSE,10,9,26,-5,33,0,174669,5,,,31,38,0,1751,3,
2/10/2018,"Perth, Western Australia, Australia",Dong Hyun Ma,Damien Brown,win,S-DEC,,3,5:00,0,67,0,0,0,46,0,0,Lightweight,,"5' 11""",155 lbs.,"70""",Orthodox,9/9/1988,2.84,41%,4.1,54%,1.27,53%,33%,0,,"5' 10""",155 lbs.,"68""",Orthodox,12/25/1984,3.66,38%,4.86,50%,0.68,27%,53%,0.7,South Korea,Busan Team MAD,Australia,Base Training Centre,2,2,2,3,FALSE,FALSE,16,17,29,-4,36,3,1751,11,,,33,40,0,1751,12,
2/10/2018,"Perth, Western Australia, Australia",Israel Adesanya,Rob Wilkinson,win,KO/TKO,Punches,2,3:37,1,52,0,0,0,22,3,0,Middleweight,,"6' 4""",185 lbs.,"80""",Switch,7/22/1989,4.02,48%,3.2,55%,0.05,11%,76%,0.1,,"6' 3""",185 lbs.,"80""",Orthodox,2/22/1992,2.74,50%,5.66,39%,4.47,25%,0%,0,Nigeria,City Kickboxing,#N/A,#N/A,0,0,0,1,TRUE,FALSE,24,11,28,3,35,0,8548426,5,-365,,25,33,0,#N/A,2,285
2/10/2018,"Perth, Western Australia, Australia",Alexander Volkanovski,Jeremy Kennedy,win,KO/TKO,Punches,2,4:57,0,73,2,0,0,8,0,0,Featherweight,,"5' 6""",145 lbs.,"71""",Orthodox,9/29/1988,6.18,56%,3.36,58%,1.67,34%,70%,0.2,,"5' 11""",145 lbs.,"71""",Orthodox,9/16/1992,2.22,46%,2.58,47%,5.73,52%,66%,0,Australia,City Kickboxing,Canada,Xtreme Couture,3,0,3,0,TRUE,FALSE,27,11,29,4,36,0,14433,4,,,25,32,0,15757,1,
2/10/2018,"Perth, Western Australia, Australia",Jussier Formiga,Ben Nguyen,win,SUB,Rear Naked Choke,3,1:43,1,27,2,1,0,21,0,0,Flyweight,,"5' 5""",125 lbs.,"67""",Orthodox,4/14/1985,1.42,39%,2.34,64%,1.82,35%,87%,0.6,,"5' 5""",125 lbs.,"65""",Switch,8/3/1988,3.51,40%,3.01,59%,0.25,33%,63%,1,#N/A,#N/A,United States,Tiger Muay Thai,6,4,4,1,FALSE,FALSE,23,16,32,3,40,0,14726,8,,,29,36,0,16205,8,
2/10/2018,"Perth, Western Australia, Australia",Ross Pearson,Mizuto Hirota,win,U-DEC,,3,5:00,0,58,0,0,0,77,0,0,Lightweight,,"5' 8""",155 lbs.,"69""",Orthodox,9/26/1984,3.68,40%,4.09,62%,0.74,35%,75%,0,,"5' 7""",155 lbs.,"67""",Orthodox,5/5/1981,3.36,40%,3.5,54%,1.36,50%,58%,0.1,#N/A,#N/A,Japan,CAVE,11,11,1,3,FALSE,FALSE,20,18,33,-3,40,0,#N/A,16,,,36,44,2,1751,10,
2/10/2018,"Perth, Western Australia, Australia",Jose Quinonez,Teruto Ishihara,win,U-DEC,,3,5:00,0,49,2,0,1,33,1,0,Bantamweight,,"5' 8""",135 lbs.,"69""",Southpaw,7/28/1990,3.6,45%,3,64%,2.7,47%,42%,0.6,,"5' 7""",135 lbs.,"69""",Southpaw,7/23/1991,3.26,44%,3.63,53%,0.5,16%,30%,0,#N/A,#N/A,#N/A,#N/A,3,1,3,2,FALSE,FALSE,9,10,27,1,34,0,41884,5,,,26,33,2,2,7,
2/10/2018,"Perth, Western Australia, Australia",Luke Jumeau,Daichi Abe,win,U-DEC,,3,5:00,0,63,1,0,0,63,0,0,Welterweight,,"5' 11""",170 lbs.,"72""",Orthodox,2/12/1988,2.93,43%,3.17,58%,0.25,100%,86%,0,,"5' 11""",170 lbs.,"71""",Orthodox,11/27/1991,3.8,33%,4.49,56%,0.33,50%,0%,0,#N/A,#N/A,Japan,#N/A,1,1,1,0,FALSE,FALSE,13,6,29,3,37,0,#N/A,5,,,26,33,0,3355,2,
2/3/2018,"Belem, Para, Brazil",Lyoto Machida,Eryk Anders,win,S-DEC,,5,5:00,0,62,0,0,0,32,3,0,Middleweight,,"6' 1""",185 lbs.,"74""",Southpaw,5/30/1978,2.59,53%,1.57,61%,1.21,65%,75%,0.4,,"6' 1""",185 lbs.,"75""",Southpaw,4/21/1987,3.54,48%,4.05,50%,1.71,24%,80%,0.1,Brazil,Black House MMA,United States,#N/A,14,8,2,0,FALSE,TRUE,24,17,39,9,47,0,1664101,8,205,,30,38,0,61103,8,-250
2/3/2018,"Belem, Para, Brazil",Valentina Shevchenko,Priscila Cachoeira,win,SUB,Rear Naked Choke,2,4:25,0,95,2,2,0,2,0,0,Women's Flyweight,,"5' 5""",125 lbs.,"66""",Southpaw,3/7/1988,3.14,52%,2.06,63%,2.62,60%,75%,0.3,,"5' 7""",135 lbs.,"65""",Orthodox,8/19/1988,4.03,44%,7.15,43%,0.15,33%,65%,0,Kyrgyzstan,Tiger Muay Thai,Brazil,#N/A,3,2,0,0,TRUE,TRUE,25,13,29,0,37,1,49545,4,-1100,,29,36,0,185343,6,650
